channel_url	channel_name	video_link	text
https://www.youtube.com/channel/UC6SLBh-owgBjsDHkbP6JvxQ	Natalie Camila	https://www.youtube.com/watch?v=8stD5wmKfuU	Thank you for watching my August Beauty Favorites 2020! Let me know your current favorite products in the comments below! ____________________________________________________________________ Subscribe to my channel to see new videos every Tuesday, Thursday, and Sunday: https://goo.gl/7WZwjD ____________________________________________________________________ Products Mentioned: Insert Name Here Bun (my perfect shade is dark brown): https://inhhair.com/products/hi-im-sa... Insert Name Here Lola Ponytail: https://inhhair.com/collections/best-... ELF Restoring Facial Mist: https://bit.ly/2F8xrP0 ELF Stay All Night Setting Spray: https://bit.ly/2F7pj1v Too Faced Born This Way Matte Foundation: https://bit.ly/2EvV83v ELF BITE-SIZE FACE DUO: https://bit.ly/34pCSUq Benefit Cosmetics Brow Microfilling Eyebrow Pen: https://bit.ly/32dSF67 Laura Mercier Translucent Loose Setting Powder in Honey: https://bit.ly/34nLgDN Smashbox Always On Longwear Matte Liquid Lipstick (Liquid Fire): https://bit.ly/2KQFTVy GrandeLip Gloss: https://bit.ly/2DB5sY8 Peace Out Skincare Serum: https://bit.ly/2QYyLqq ____________________________________________________________________ Subscribe to my channel for new videos three times a week: http://www.youtube.com/c/Hashtagfablife Follow me on Instagram: https://www.instagram.com/hashtagfablife My Fashion Blog: http://hashtagfablife.com/ Twitter: https://twitter.com/ahashtagfablife TikTok: hashtagfablife Business Inquiries: hashtagfablife@gmail.com Filming Setup: Camera: http://bit.ly/2Glk7DA Lens: http://bit.ly/2Gn3JSU Mic: http://bit.ly/2DmWDek ___________________________________________________________________ Music: Glude - Breathe [NCS Release] https://www.youtube.com/watch?v=ulPvZ... Music by MYSM - Indie Feel - https://thmatc.co/?l=6A8DB77D ____________________________________________________________________ FTC Disclaimer: This video is not sponsored. Bit.ly links are affiliate links where I earn a small commission if you make purchases using my links.
https://www.youtube.com/channel/UC7DUsjnEtXDUrbzscdXzunQ	Edna Abdiaziz	https://www.youtube.com/watch?v=sKesBCPyYU4	Thank you guys for the love and support on my latest videos. With that being said now that 2019 is wrapping up I wanted to share my favorites things I tried out. Enjoy the video and like, comment and subscribe. C O N N E C T. W I T H. M E: I N S T A G R A M: @Kingedna_ S N A P C H A T: @Enbellaedna22 T W I T T E R: @Kingedna_ E M A I L: Edna.abdiasis@gmail.com
https://www.youtube.com/channel/UC7EZkeOTyjQhLC5pZMyQweQ	Madison Miller	https://www.youtube.com/watch?v=RpNqvq6c20Y	Sharing all my August Favorites & Flops! Comment down below what your August Favorites and Flops are! → CSILK (USE CODE MADISON FOR 15% OFF) https://bit.ly/31tNbFc FTC DISCLAIMER: Always full disclosure here! This video is sponsored by CSILK. Some links are affiliate links. Some of these products were gifted to me. #augustfavorites2020 #beautyfavorites #makeupfavorites ------------------------------------ ↓ ALL PRODUCTS LISTED DOWN BELOW ↓ → SUBSCRIBE: http://bit.ly/SUBTOMADDY → MY ONLINE BOUTIQUE | https://shopjulietterose.com → MY VLOG CHANNEL | http://bit.ly/1TxBSRl → CHECK OUT MY BLOG WEBSITE | http://madisonmillerblogs.com → TWITTER | INSTAGRAM | SNAPCHAT | FACEBOOK | madison89miller → SIGN UP FOR NEW VIDEO NOTIFICATIONS!: https://mailchi.mp/a8eec04aa34c/madis... ------------------------------------ UPS Mailbox: 10531 4s Commons DR. #222 San Diego, CA 92127 Business Inquiries Only: madison89millerbusiness@gmail.com ------------------------------------ ♡ AUGUST BEAUTY FAVORITES 2020 ♡ → CSILK (USE CODE MADISON FOR 15% OFF) https://bit.ly/31tNbFc → COLOURPOP WILD NOTHING PALETTE: https://bit.ly/31IJgEu → ILIA TRUE SKIN SERUM CONCEALER: https://shop-links.co/171684705009495... → LAWLESS HYDRATING PRIMER: https://shop-links.co/171684707522959... → ANASTASIA BROW DUO: https://shop-links.co/171684709528864... → SIGMA F47: https://bit.ly/2YRY9T3 → OBAGI PHYSICAL DEFENSE TINTED: https://bit.ly/34PTc0V → SATURDAY SKIN GLACIER WATER CREAM: https://shop-links.co/171684712152058... → SATURDAY SKIN BRIGHTENING EYE CREAM: https://shop-links.co/171684713705844... → TATCHA RICE WASH: https://shop-links.co/171684715692153... → GLOW RECIPE PAPAYA CLEANSING BALM: https://shop-links.co/171684718464158... → SIGMA CLAY MUD MASK BRUSH: https://bit.ly/34QY5XK → OH K! HYDROGEL SHEET MASK: https://shop-links.co/171684732948190... → FIRST AID BEAUTY ULTRA REPAIR CREAM INTENSE HYDRATION: https://shop-links.co/171684720520317... → IGK FIRST CLASS CONDITIONER https://shop-links.co/171684722428451... → IGK CHARCOAL SHAMPOO https://shop-links.co/171684724189452... → Bondi Boost: https://shop-links.co/171684731160352... → RITUAL: https://bit.ly/2EMJ1jd ----------------------------------- KEYWORDS: august favorites 2020 august faves 2020 august beauty favorites august lifestyle favorites august makeup favorites august favorites 2020 august faves 2020 august beauty favorites august lifestyle favorites august makeup favorites august favorites 2020 august faves 2020 august beauty favorites august lifestyle favorites august makeup favorites august favorites 2020 august faves 2020 august beauty favorites august lifestyle favorites august makeup favorites august favorites 2020 august faves 2020 august beauty favorites august lifestyle favorites august makeup favorites august favorites 2020 august faves 2020 august beauty favorites august lifestyle favorites august makeup favorites august favorites 2020 august faves 2020 august beauty favorites august lifestyle favorites august makeup favorites
https://www.youtube.com/channel/UC7X7NxjUz4327gffT9M04KA	Sarah Rose	https://www.youtube.com/watch?v=H2Rjgc8S_aw	Time for my August favorites! Some of the makeup & lifestyle stuff I've been loving this month. S U B S C R I B E for new videos every Tuesday/Thursday/Saturday ⤑ http://bit.ly/SubToSarah ✺✺✺✺✺✺✺✺✺✺ W A T C H N E X T: ⊛ Top 10 Under $5: https://youtu.be/_kx8N8hRavc ⊛ How Ethical are our Favorite Cruelty Free Brands?: https://youtu.be/ySOJBUfZFP0 ⊛ Full Face of Jordana: https://youtu.be/P7URU5Vz8tU ✺✺✺✺✺✺✺✺✺✺ P R O D U C T S M E N T I O N E D: Affiliate links are used, meaning I make a small commission when you shop through these links. Thank you for supporting my channel! ⊛ Robot Vacuum: https://bit.ly/32z1OGG ⊛ ColourPop Miss Bliss Palette - $12 https://bit.ly/3gh4aj6 ⊛ ELF bite size face duo in cantaloupe - $3 https://bit.ly/2ErUmVS ⊛ Jordana Triple Play All Over Color in Spicy Rose - $4.99 https://go.magik.ly/ml/zrp6/ ⊛ Skylar perfumes (scents: Coral, Arrow, Sun Shower) - $78 (Non-affiliate code 15KITTY for 15% off) https://bit.ly/3hGfRAp ⊛ Drybar Triple Sec - $26 https://bit.ly/3dy30gI ⊛ Etsy Masks (seller: EddieFamily0407) https://bit.ly/2FY7Cld ⊛ Ivory Paper Co All in One Planner - $49 https://bit.ly/34Gwp7F ✺✺✺✺✺✺✺✺✺✺ W H A T I ' M W E A R I N G: ⊛ Eyeshadow: ColourPop Miss Bliss https://bit.ly/3gh4aj6 ⊛ Lips: Bite Yaysayer Gloss in Sugar Drizzle https://bit.ly/32zwasv ⊛ Necklace: Awe Inspired ⊛ Ring: Ana Luisa https://go.magik.ly/ml/wr10/ ✺✺✺✺✺✺✺✺✺✺ F A Q: ⊛ What is your skin type? Acne prone & normal to dry ⊛ Can you share your skincare routine? https://youtu.be/acJlw295jAY ⊛ How old are you? 25 ✺✺✺✺✺✺✺✺✺✺ F I L M I N G E Q U I P M E N T: ⊛ Camera (updated version): https://go.magik.ly/ml/z5mk/ ⊛ Microphone: https://bit.ly/2Vfe0ZB ⊛ Ring light: https://go.magik.ly/ml/jhgx/ ⊛ Umbrella lights: https://bit.ly/2xLRZJC ⊛ Editing software: Final Cut Pro https://bit.ly/2BHF9hO ⊛ Thumbnails: https://picmonkey.love/ref/2jTBS3 ✺✺✺✺✺✺✺✺✺✺ L I N K S + D I S C O U N T C O D E S: ⊛ SKYLAR FRAGRANCE / 15KITTY for 15% off shop here ⤑ https://skylar.com/ ⊛ ZION HEALTH / ROSE for 20% off scalp scrubs, ROSE10 for 10% off sitewide shop here ⤑ https://www.zionhealth.com/ ⊛ AETHER BEAUTY / affiliate code SARAHROSE (20% off) shop here ⤑ https://aetherbeautyco.com/?ref=x3yui... ⊛ FIRMOO (affordable prescription glasses) / SARAH982 (50% off) shop here ⤑ https://www.firmoo.com/ ⊛ A TO Z CANDLES - 10% off shop here ⤑ http://bit.ly/2VQU8ig ⊛ HAUTELOOK / discounted high-end makeup & more shop here ⤑ http://bit.ly/2LxPMHz ⊛ RAKUTEN / cash back for online shopping - $10 welcome bonus sign up here ⤑ https://www.rakuten.com/r/SRLAND17?ee... ⊛ THINX / period panties - $10 off referral shop here ⤑ https://bit.ly/2ZuIrOp ✺✺✺✺✺✺✺✺✺✺ A B O U T M E: Welcome to my channel! My name is Sarah and I'm a twenty-something living in Georgia, USA. This channel is all about beauty and mindful consumerism. Subscribe for project pans, beauty budgeting, reviews on budget-friendly makeup & skincare, and more! ✺✺✺✺✺✺✺✺✺✺ S T A Y I N T O U C H: ⊛ Email: kittyapprovedbeauty@gmail.com ⊛ Instagram & Twitter: @kitty_approved ⊛ PO Box: please email me for mailing info ✺✺✺✺✺✺✺✺✺✺ C R U E L T Y F R E E: Unless otherwise noted, all products on my channel are certified cruelty free by either Logical Harmony or Leaping Bunny at the time of filming. ⊛ Logical Harmony: http://bit.ly/2edpXXR ⊛ Leaping Bunny: https://www.leapingbunny.org/guide/br... ⊛ What is animal testing? http://bit.ly/2ksEIKM ✺✺✺✺✺✺✺✺✺✺ F T C / D I S C L A I M E R: This video is not sponsored and all opinions are my own. Some links are referral and/or affiliate links. If you purchase a product through one of those links, I’ll receive a small commission at no extra cost to you. If you choose to use those links, I really appreciate your support! Music by Mark Generous - Meet Me At The Ferris Wheel - https://thmatc.co/?l=702C164E
https://www.youtube.com/channel/UC80zmRV3M2utYDu-FRqAnqQ	Emily Freybler	https://www.youtube.com/c/EmilyFreybler/videos	Hello! Today I'm sharing my favorite drugstore nude lipsticks! These are my go to shades for any time of year when it comes to lip liners, lipsticks, and glosses. I hope you enjoy! CLICK THIS LINK FOR LINKS TO ALL PRODUCTS MENTIONED: https://emilyfreybler.com/2020/09/02/... RECENT VIDEOS SPRING & SUMMER MAKEUP FAVORITES https://youtu.be/d-cSzm88YXA EASIEST WAY TO APPLY FALSE LASHES?! | KISS LASH GLUE LINER REVIEW https://youtu.be/vO5tf5uoFlM AMAZON TRY ON ACTIVE WEAR HAUL https://youtu.be/0yK_WdwWsA4 BLOG: https://www.emilyfreybler.com INSTAGRAM: https://www.instagram.com/emily_freyb... PINTEREST: https://www.pinterest.com/efreybler/ AMAZON STOREFRONT: https://www.amazon.com/shop/emilyfrey... Use EMILYF at https://www.sigmabeauty.com for 10% off FAVORITE Foundation Brush https://sigma-beauty.7eer.net/c/12668... FAVORITE Brush Cleansing Mat https://sigma-beauty.7eer.net/c/12668... FACTS ABOUT ME! Graduated from Michigan State University 💚 24 years old 😊 Been on YouTube since September 2015 📷 Animal lover 🐶 Did gymnastics for 10 years 🤸🏼‍♀️ Super close to my family 👨‍👩‍👧‍👧 Been dating my boyfriend for 7 years ❤️ FILMING EQUIPMENT Canon 80D https://amzn.to/2MqSJ9J Two soft boxes and a ring light from amazon http://amzn.to/2xsysNl Affordable Canon Lens https://amzn.to/2l9fwux Sigma 17-50 2.8 Lens http://amzn.to/2fXSdkH Rode Videomic Go (not my favorite but it works) http://amzn.to/2ybNVAc DISCLAIMER: This video is not sponsored. All opinions are my own and always will be. This description contains affiliate links, which means that if you click on one of the product links, I will receive a small commission. This helps support the channel and allows me to continue to make videos like this. Thank you for the support!
https://www.youtube.com/channel/UC86TkP77qAgmmhqBf-vEfsg	Eris Maceda	https://www.youtube.com/watch?v=O3Tzw7N479g	LAST VIDEO: https://youtu.be/7X0oPlXdbmA LAST VLOG: https://youtu.be/plJ6VYpxnkA Playlist: Eris Maceda's Social Media: INSTAGRAM https://www.instagram.com/krizi_maceda/ TWITTER: https://twitter.com/ErikaKrisMaceda For Sposorships, Collabs and Inquiries please email me at: EMAIL: erikakristelmaceda@gmail.com Hi! I am Eris Maceda. Thank you so much for clicking my video. I am a Grade 10 student from the Philippines. I am a makeup enthusiast! I love Makeup and being in the Philippines it will be so hard to look for makeup that are worthy of your money. So I am here to help you find that makeup. GOD IS GREATER THEN THE HIGHS AND LOWS Romans 8:28-29
https://www.youtube.com/channel/UC8gaiQHu6uEfWa87kZ0_FkQ	MrsMelissaM Beauty	https://www.youtube.com/watch?v=fm9PCFH9WYw	"
Contact or PR mmulder1026@gmail.com

*The items listed below are accompanied by affiliate links, meaning I earn a small commission if a purchase is made through my links. This has no impact on the cost to you the consumer. I link to products this way whenever possible, and it has no bearing on the products I choose to review or recommend because all products can have links attached to them, no matter what they are. I would link the products on Ulta/Sephora/etc website anyway as a means of connecting you to the products, so now it simply offers the potential for a slight financial benefit to me, which I greatly appreciate as I've not done sponsored videos. Feel free to use, or not use, the links provided. And if you decide to use them, thank you so much for helping to support my channel.
#favsandfails #over50makeup #monthlyfavorites"
https://www.youtube.com/channel/UC8jtW1o6DvRP_Brmbtwz6oA	Dear Wallet	https://www.youtube.com/watch?v=MjYCloZT44w	    Hey guys, In this video I have shared my May Favorites, this is a series that I started last year but could not continue it so I'm starting it again, Hope you will enjoy the video .................................LIKE,SHARE AND SUBSCRIBE..................... DISCLAIMER - Not a sponsered video, all the products are brought By me. FOR COLLABORATION - Dmadhusmita48@gmail.com Products mentioned : pixi glow tonic : https://nyk0.page.link/8Z599zpfMoNQFTRt5 suganda BHA Exfoliating Serum : https://suganda.co/collections/exfoli... Dot & key sleeping mask : https://nyk0.page.link/jvtzvg5xA6HDvzTX8 **Copyright** 
https://www.youtube.com/channel/UC8Nq-SrQLyc0DYuPrj0Y9uw	Pampered Wolf	https://www.youtube.com/watch?v=liSZ_dB6MvM	August was a good month in so many ways. Here are all my favourites and fails from the products I tried out in the month of August. PRODUCTS MENTIONED THE INKEY LIST 100% Mineral SPF 30 - £14.99 Uk & Worldwide - https://bit.ly/2YgRYIe MY BEAUTY BRAND - https://www.mybeautybrand.com/ Pure Power Blush ((Miki Pink) - £18 Sheer Brilliance Highlighter (Jacqueline Gold) - £18 Total Colour Matte Eyepaint (Elliot Brick 110) - £14.50 Total Colour Pearl Eyepaint (Jingyan Pearl Ice 254) - £15 Intense Matte Liquid Lipstick (Martha Pale Mauve) - £16 RITUALS The Ritual Of Jing - Limited Edition - £40 - £80RRP Uk & Worldwide - https://bit.ly/3aHcMgF The Ritual of Jing Body Scrub (70ml) – £5.20 - https://bit.ly/329ugP0 (bigger size) The Ritual of Jing Hand Lotion (70ml) – £9.90 - https://bit.ly/3iX3CQo The Ritual of Jing Shower Oil (200ml) – £8.50 - https://bit.ly/3j0ljyb The Ritual of Jing Pillow Mist (50ml) – £17.50 The Ritual of Jing Scented Candle – £19.90 The Ritual of Jing Body Cream (220ml) – £18.50 - https://bit.ly/3aGLc3l MAKUP WORN TRINNY LONDON WEBSITE https://trinnylondon.com BFF Cream (Light) - £35 BFF Eye (Victoria) - £26 Just A Touch (Zandy) - £28 Golden Glow (Jenster) - £25 The Right Light (Starlight) - £25 Face Finish - £25 Eye 2 Eye (Hope) - £18 Eye 2 Eye (Truth) - £18 Flush Blush (Wiggs) - £20 Lip Love (Sacha) - £24 Lip Light (Grace) - £24 Eye 2 Eye (Courage) - £18 Eye 2 Eye (Fortitude) - £18 FURTHER INFORMATION My skin type is combi/dry most of the month, but when hormonal, my skin gets very oily around my t-zone. It's very unpredictable (thanks skin) and I suffer from breakouts (mostly hormonal breakouts...thanks again hormones!) JEWELLERY The jewellery in this video was given to me by a company called Italo. If you’d like to buy them you can use the code GEMMA20 for 20% off code: GEMMA20 -20% off The hoop earrings: https://bit.ly/3fi6Lsi The yellow amber cushion ring: https://bit.ly/3enMCjD MY CURRENT FOUNDATION SHADE MATCHES MAC - NW13 YSL BD25 CHANEL B10 DIOR - 0N TOO FACED - Swan/Almond HOURGLASS - Shell NARS - Gobi URBAN DECAY - 30CG ESTEE LAUDER - 1N0/2N1 LAURA MERCIER - 2N1.5 BARE MINERALS - Barely Light/Birch 1.5 FENTY BEAUTY - 120/150 SHISEIDO - 160 Shell CHARLOTTE TILBURY - 3N ZOEVA - 030N/050N STILA - Fair 2 NO7 - Calico CYO - 102/103 mixed REVOLUTION PRO - F1/F4.5/5.7 ELF - Fair/Light PHYSICIANS FORMULA - LN3 MAYBELLINE - True/Ivory LOREAL - 20 Ivory REVLON - 200 Nude OTHER VIDEOS YOU MIGHT LIKE TO WATCH Current Morning Skincare Routine https://youtu.be/R95TcYeD_6s Current Evening Skincare Routine https://youtu.be/6rq3USs6vRg Beginners Guide To Tretinoin https://youtu.be/oP6z-9kUu5Y How to use an oil cleanser correctly https://youtu.be/suacgx2L0tE Mum's Over 65 Daily Skincare Routine https://www.youtube.com/watch?v=TaA6r... The Best 6 Anti-Aging Ingredients https://www.youtube.com/watch?v=2WX-e... How to apply Foundation Flawlessly https://youtu.be/QgJIwQxGPeg How To Stop Concealer Creasing https://www.youtube.com/watch?v=5UjC_... Best Tinted Moisturisers https://www.youtube.com/watch?v=FIu65... * DISCLAIMER - I am a qualified Aesthetician but no longer practice in a clinic or a salon as my full-time job is now Youtube. I AM NOT A QUALIFIED MAKE-UP ARTIST. Although I have an in depth knowledge about the skin, and do extensive research before filming to check facts, the opinions expressed in this video are my own. ANY FACTUAL INFORMATION WAS CORRECT AT THE TIME OF FILMING.
https://www.youtube.com/channel/UCa9MM0dvqNIi-1DUniDvVow	Lauren Sklar	https://www.youtube.com/watch?v=Lnnb5fMnljQ	Hey guys!! Today, I’m talking about products I love to use to pamper myself. I talk about a hair mask, lip balms, body care, and other products that I love to use to treat myself and practice self care. I hope you enjoy the video!! Be sure to subscribe if you are not already don’t forget to tell you friends about my channel! I am so thankful for each and every one of you and all of your support! Love you guys! #selfcare SOCIALS: INSTAGRAM: @LAURENSKLAR (https://www.instagram.com/laurensklar/) TWITTER: @LAURENSKLAR_ (https://twitter.com/laurensklar_) PINTEREST: @LAURENSKLAR_ (https://www.pinterest.com/laurensklar_/) For Business inquiries only: Laurenesklar@gmail.com Check out my other videos: Lifestyle Favorites: https://youtu.be/3zl8ijNAhMU Beauty Empties // Products I've Used Up: https://youtu.be/N9LFhDGx8WU Eyeshadow Palette Collection: https://www.youtube.com/watch?v=SIiI7... New Makeup Releases March 2020: https://www.youtube.com/watch?v=ticdQ... March Beauty Favorites: https://www.youtube.com/watch?v=MPCcI... Ulta 21 Days of Beauty Spring 2020: https://www.youtube.com/watch?v=tzGJq... What’s in my Travel Makeup Bag: https://www.youtube.com/watch?v=9voqv... FAIR USE COPYRIGHT DISCLAIMER: The footage and/or images used in this video fall under section 107 of the Copyright Act of 1976, allowance is made for “fair use” for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. FTC DISCLAIMER: This video is NOT SPONSORED. All opinions are my own, honest opinions, regardless of sponsorship, referral links, and/or affiliation. Links denoted with a ❋ denotes a referral and/or affiliate link. I earn a commission when the links provided below with an ❋ are used. These links come from Reward Style. Products-- *Slip Silk Small Scrunchies $39: https://rstyle.me/+dz09Cf99AokUPSswvA... *Briogeo Don’t Despair, Repair Deep Conditioning Hair Mask $36: https://rstyle.me/+JHop6pmP10wK7XS9qy... *Dr Teal’s Soothing Eucalyptus and Spearmint Lotion $5: https://rstyle.me/+28V-DfPR5vuekxWWQy... *Tazo Zen Green Tea $4: https://rstyle.me/+KYbsj255tknEmUgob_... L’oreal Pure Sugar Scrub Soften + Nourish $10: https://www.amazon.com/LOr%C3%A9al-Pa... *Essie Nail Polish in Ballet Slippers $9: https://rstyle.me/+Y1XvR5y8JYMoxjadoV... *Briogeo B. Well Organic + Cold-Pressed Castor Oil $26: https://rstyle.me/+_mfKLIsk0gWhi2BhHC... *Laneige Glowy Lip Balm in Grapefruit $17: https://rstyle.me/+ym5WgzXY1inlrPdQsh... Vaseline Lip Balm in Creme Brulee $2: https://www.walgreens.com/store/c/vas...
https://www.youtube.com/channel/UCacJxB8qr69BTuUn2EPuI6A	Ivana Cora	https://www.youtube.com/watch?v=9E8U3IEmf9U	"SHOW LESSHey everyone!
Heres a current favorites! Its been forever since I've done one of these!"
https://www.youtube.com/channel/UCbDy5VXmH1rc0n48LyWKRBw	PENN.SMITH.SKINCARE LLC	https://www.youtube.com/watch?v=RqGPd5JTDv8	 Information on this Youtube channel should not be considered as a substitute for advice from a healthcare/skin professional. The statements made about specific products throughout this video are not to diagnose, treat, cure or prevent disease. It is important that you check labels to determine if a product is right for you. Before starting any treatment at home consult a health care or skin care professional to determine if it’s right for you.
https://www.youtube.com/channel/UCbhsiSTN5Y0fwb_LNUg2AjQ	Abby Bliss White	https://www.youtube.com/watch?v=7AVrLST57hc	"  Hello, My Beautiful Friends!  



FTC disclosure: This post or video contains affiliate links, which means I may receive a commission for purchases made through my links.  
All my opinions about products and services are my OWN but I appreciate the support if you would like to purchase through the affiliate links.  THANK YOU!"
https://www.youtube.com/channel/UCbJjGAfWJWMnrCBIj_WnRag	Miss K Makeup	https://www.youtube.com/watch?v=za2mSYCpI-Q	Hello everybody and Welcome back to Miss K Makeup!
https://www.youtube.com/channel/UCbrIQFE2Y2N8kUVEmgNDcGg	Chic Geek	https://www.youtube.com/watch?v=tE8CxPsvmIs	open for more info :) WATCH IN HD Thank you for watching and if you enjoy my videos please subscribe! I upload new beauty videos every week including makeup reviews, project pans, pan that palette, empties, and shop my stash videos! I upload 5 new videos every week!. ~SUBSCRIBE~ https://www.youtube.com/channel/UCbrI... My Instagram: https://www.instagram.com/chicgeekmak... ALSO WATCH: ND Safari Palette GRWM: https://www.youtube.com/watch?v=oP9Be... My Haircare routine and how I style my hair: https://www.youtube.com/watch?v=4zlLy... Makeup Inventory August 2020: https://www.youtube.com/watch?v=dxlmN... Ranking My Entire Eyeshadow Palette Collection: https://www.youtube.com/watch?v=P95x_... Makeup Declutter: https://www.youtube.com/watch?v=9MLip... My 10 Best Purchases of the Year So Far: https://www.youtube.com/watch?v=_icpC... Every Eyeshadow Palette I have decluttered:https://www.youtube.com/watch?v=6hCjz... Project Pan 2020 Playlist: https://www.youtube.com/playlist?list... Pan that palette 2020: https://www.youtube.com/playlist?list... Empties playlist: https://www.youtube.com/playlist?list... Ranking Makeup Playlist: https://www.youtube.com/playlist?list... Shop My Stash:https://www.youtube.com/playlist?list... For business inquiries: chicmakeup126@gmail.com My Affiliate Links/Codes: Verb Hair Products You get 10% off your first purchase using my link: http://bit.ly/2qwlWdp Practk by Sigma: http://practk.pxf.io/c/1985532/306523... Check out SashkaCo Bracelets which are handmade in Nepal! http://lddy.no/9xxa I created Project Pan Merch! Check it out here: https://teespring.com/stores/chic-geek-2 My Shopping Links if you shop through these links it helps me out! Ulta https://go.magik.ly/ml/xsbp/ Sephora https://go.magik.ly/ml/xqxc/ Target https://go.magik.ly/ml/xqxd/ Pat McGrath Labs: https://go.magik.ly/ml/xqxg/ FTC: This video is not sponsored, some of the links are affiliate links. What I'm Wearing and Products Mentioned: These are affiliate links if you use them thank you so much! Ofra samantha march highlighter https://go.magik.ly/ml/wayh/ ABH Nicole glowkit https://go.magik.ly/ml/uxjj/ Nyx butter glosses in eclair and creme brulee https://go.magik.ly/ml/uttb/ Wetnwild send nudes https://go.magik.ly/ml/v5rt/ Beauty vaulte kozy kira lip liner ND Safari palette JH morphe palette Single eyeshadows: coastal scents paprika, colourpop fairplay and facet, devinah LMAO Tarte toasted palette https://go.magik.ly/ml/uxiy/ Milani blush tea rose https://go.magik.ly/ml/utww/ Bare minerals bronzer faux tan https://go.magik.ly/ml/uz7f/ Milani foundation https://go.magik.ly/ml/uun4/ Elf hydrating camo concealer https://go.magik.ly/ml/vl6o/ Charlotte tilbury filmstar bronze and glow https://go.magik.ly/ml/utvt/ Catrice champagne campaign highlighter https://www.catricecosmetics.com/prod...
https://www.youtube.com/channel/UCbUppBy95J7PQ6UciF3x_2A	Simply Hope	https://www.youtube.com/watch?v=Nk0X-9f3ulw	Here is yet another vlog of some randomnesss over the week! I got so much awesome feedback from the previous one, so I hope you enjoy! xoxo ❋ SUBSCRIBE FOR MORE VIDEOS: http://bit.ly/subtohoped  ❋ MY FAMILY'S CHANNEL: http://bit.ly/lifeaftermom ❋ Instagram, Twitter, Snapchat: @simplyhope12 SHOP MY MERCH ⤏ https://teespring.com/stores/simply-hope PRODUCTS MENTIONED ⤵ Nume 32mm wand: https://numeusa.com/collections/curli... Lange 25mm wand: https://langehair.com/collections/cur... VIDEOS MENTIONED ⤵ Shop my stash: https://www.youtube.com/watch?v=Dh9E9... Everyday makeup grwm: https://www.youtube.com/watch?v=bcWQN... Vlog with Bella & Eva: https://www.youtube.com/watch?v=fTals... Beau’s channel: https://www.youtube.com/channel/UC_mP... VIDEOS TO WATCH NEXT ⤵ ⤏ Declutter Series Playlist http://bit.ly/2kCNvwQ ⤏ Monthly Favorites Playlist http://bit.ly/2fsdlRN ⤏ Special Guest Playlist http://bit.ly/2kCWrSS CONTACT ME ⤵ ⤏ Feel free to contact me if you are interested in working with me. BUSINESS/COLLAB EMAIL: simplyhoped@gmail.com LINKS, CODES, DISCLAIMER + MORE ⤵ Referral Links: https://www.magiclinks.org/rewards/re... What I use for Thumbnails: https://picmonkey.love/ref/5664gM Make Money While Shopping Online: http://bit.ly/2o7ngOa ⤏ Use my link to get a free $10 when you sign up! Lash Serum I use & LOVE: https://babelash.com ⤏ Use code LASHLOVE20 for 20% off your order Gerard Cosmetics: http://bit.ly/2Wr8SF2 My Favorite Hair Tools: https://numeusa.com/?ref=simplyhope ⤏ FTC DISCLAIMER: This is not a sponsored video. Most links ARE affiliate links, meaning I make a small commission if you choose to purchase from my link. If you choose to use my links, THANK YOU!!! ⤏ Music: www.bensound.com or NoCopyrightSounds. #weeklyvlog #simplyhope
https://www.youtube.com/channel/UCC1tWa9jHjcGQmfVrwn_CxQ	Nikita Faulkner	https://www.youtube.com/watch?v=-xK50851PoE	Hi loves! This is my year in makeup review. I used all these product on my face today and I look flawless. I hope you can get your hands a lot of these products I recommend.
https://www.youtube.com/channel/UCCgbPq9LSkWX6XcbCpZfKfQ	Esmeralda Gudino	https://www.youtube.com/watch?v=Pca8PDGzdlo	"hey babes ♡

hope you guys enjoy this video! If you guys have other favorites that you trust and love let me know down below!! 



DISCLAIMER: This video is NOT sponsored. Some  of the discount codes are affiliate links, meaning that I will receive a small commission after a purchase is made. This helps support our channel and allows me to continue making videos for you all! :)"
https://www.youtube.com/channel/UCCMNQU4FO-NVHXs7aHN_t_w	Ravishing Beauty	https://www.youtube.com/watch?v=J0lwsPYFeiQ	Here are some of our makeup favorites we use we explain why this is are some of our favorite makeup must haves #makeupfavorites #makeupmusthaves #beauty #lipstick #foundation #eyeliner #eyebrows
https://www.youtube.com/channel/UCcng5aBy0ZmX7g2PfHf4gJA	Ali Andreea	https://www.youtube.com/watch?v=EahjQjmieXE	"Hi everybody, 

The title says it all. This video is all about cream and liquid  blushes I think are the best! Any favorite of yours, too?


DISCLAIMER:: This video is NOT sponsored! Some of the links I’m using are affiliate links which means  if you click on one of the product links and make a purchase I may receive a small commission, but that does NOT change the price of the product in any way. This would help me and my channel to support on creating more videos. Thank you very much for your support !"
https://www.youtube.com/channel/UCCnngeLwoZCSSuSs9ePuDqA	Morgan Turner	https://www.youtube.com/watch?v=Dvsi6WX7HRs	Hi guys! In today's video I will be sharing with you my favorite beauty products for the month of August! Enjoy! Follow me on social media!
